aisp;ano;mes;cisp;letalidade_violenta;estupro;roubo_rua;roubo_veiculo;roubo_carga;apreensao_drogas;fem_feminicidio;hom_por_interv_policial;total_roubos;total_furtos;recuperacao_veiculos;armas_arma_fogo_total;armas_arma_fogo_fuzil;armas_municao_total;policiais_pol_militares_mortos_serv;policiais_pol_civis_mortos_serv;cluster_id
5;2003;1;1;0;0;66;5;1;1;0;0;100;169;5;0;0;0;0;0;1
5;2003;1;4;3;1;51;9;1;35;0;0;82;115;7;0;0;0;0;0;1
5;2003;1;5;3;2;64;11;5;4;0;0;123;216;10;0;0;0;0;0;1
1;2003;1;6;6;2;56;27;6;20;0;0;143;90;77;0;0;0;0;0;1
1;2003;1;7;4;2;5;23;1;3;0;0;55;35;9;0;0;0;0;0;1
2;2003;1;9;2;0;44;30;0;11;0;0;124;268;20;0;0;0;0;0;1
2;2003;1;10;1;1;53;20;0;7;0;0;112;290;19;0;0;0;0;0;1
19;2003;1;12;3;1;47;3;1;11;0;1;131;256;6;0;0;0;0;0;1
19;2003;1;13;0;0;34;6;0;14;0;0;79;217;14;0;0;0;0;0;1
23;2003;1;14;0;1;42;19;0;10;0;0;118;311;12;0;0;0;0;0;1
23;2003;1;15;0;0;20;9;0;4;0;0;55;105;16;0;0;0;0;0;1
36;2003;1;16;4;7;48;48;1;13;0;0;164;290;22;0;0;0;0;0;1
4;2003;1;17;6;2;64;33;8;21;0;1;145;106;58;0;0;0;0;0;1
6;2003;1;18;3;1;71;42;1;2;0;0;158;117;18;0;0;0;0;0;1
6;2003;1;19;1;0;51;64;6;11;0;1;208;174;21;0;0;0;0;0;1
6;2003;1;20;4;1;42;47;5;11;0;2;135;144;43;0;0;0;0;0;1
22;2003;1;21;31;2;123;166;23;23;0;8;458;156;159;0;0;0;1;1;5
16;2003;1;22;2;1;58;131;10;7;0;0;309;167;103;0;0;0;0;0;0
3;2003;1;23;1;0;77;124;13;5;0;0;355;160;70;0;0;0;0;0;2
3;2003;1;24;4;1;46;78;10;7;0;1;208;66;60;0;0;0;0;0;2
3;2003;1;25;5;3;44;118;10;33;0;2;279;84;127;0;0;0;0;0;2
3;2003;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
9;2003;1;27;9;2;52;148;2;3;0;2;341;148;54;0;0;0;0;0;2
9;2003;1;28;6;1;49;54;3;3;0;3;157;83;36;0;0;0;0;0;2
9;2003;1;29;11;2;89;45;2;5;0;1;189;108;24;0;0;0;0;0;2
9;2003;1;30;9;2;67;96;4;4;0;5;247;95;32;0;0;0;0;0;2
14;2003;1;31;1;0;1;3;2;0;0;0;12;3;1;0;0;0;0;0;5
18;2003;1;32;7;7;53;52;10;9;0;0;172;114;54;0;0;0;0;0;2
14;2003;1;33;10;0;56;62;10;11;0;0;182;85;32;0;0;0;0;0;5
14;2003;1;34;29;11;77;93;14;38;0;15;282;166;96;0;0;0;1;1;5
31;2003;1;35;33;14;105;93;10;9;0;0;297;323;62;0;0;0;0;0;1
27;2003;1;36;26;4;34;26;7;20;0;3;101;105;23;0;0;0;0;0;3
17;2003;1;37;5;3;48;82;10;16;0;2;209;146;68;0;0;0;0;0;2
16;2003;1;38;2;1;22;142;14;11;0;1;291;106;90;0;0;0;0;0;0
9;2003;1;39;27;3;79;135;16;11;0;5;354;75;92;0;0;0;1;0;2
9;2003;1;40;12;3;35;70;8;2;0;3;167;48;89;0;0;0;0;0;2
18;2003;1;41;6;3;26;56;2;4;0;2;130;120;32;0;0;0;0;0;2
3;2003;1;44;7;1;39;105;10;11;0;2;237;62;86;0;0;0;0;0;2
24;2003;1;48;4;1;2;5;1;4;0;0;16;28;2;0;0;0;0;0;1
24;2003;1;50;7;1;11;4;0;4;0;0;29;37;4;0;0;0;0;0;1
24;2003;1;51;2;2;0;4;2;1;0;0;8;15;2;0;0;0;0;0;1
20;2003;1;52;8;7;50;67;14;3;0;2;201;138;27;0;0;0;0;0;2
20;2003;1;53;12;5;17;16;1;9;0;4;50;50;20;0;0;0;0;0;2
20;2003;1;54;23;8;17;43;7;11;0;3;103;84;41;0;0;0;0;0;2
24;2003;1;55;11;4;13;5;2;5;0;0;32;52;5;0;0;0;0;0;1
20;2003;1;56;29;2;13;30;3;17;0;2;75;40;15;0;0;0;0;0;2
20;2003;1;57;7;3;29;46;4;9;0;0;122;90;40;0;0;0;0;0;2
20;2003;1;58;30;6;17;43;5;5;0;1;97;71;42;0;0;0;0;0;2
15;2003;1;59;21;7;134;203;15;22;0;5;551;168;128;0;0;0;0;0;2
15;2003;1;60;21;2;34;37;6;5;0;0;106;47;38;0;0;0;0;0;2
15;2003;1;61;2;0;4;5;1;0;0;0;15;20;24;0;0;0;0;0;2
15;2003;1;62;15;0;18;22;4;15;0;3;60;21;14;0;0;0;0;0;2
20;2003;1;64;22;9;51;70;8;12;0;3;199;143;84;0;0;0;0;0;2
34;2003;1;65;4;2;5;5;3;7;0;0;21;58;6;0;0;0;0;0;1
34;2003;1;66;8;1;12;11;0;6;0;0;38;46;8;0;0;0;0;0;1
35;2003;1;71;10;3;41;31;10;13;0;0;129;94;30;0;0;0;0;0;1
7;2003;1;72;16;2;50;34;5;4;0;0;131;131;36;0;0;0;0;0;2
7;2003;1;73;7;0;25;25;1;5;0;0;85;61;47;0;0;0;0;0;2
7;2003;1;74;10;9;69;33;2;16;0;1;142;115;36;0;0;0;0;0;2
7;2003;1;75;8;1;16;18;2;1;0;0;52;28;25;0;0;0;0;0;2
12;2003;1;76;3;1;85;28;1;6;0;2;169;236;12;0;0;0;0;0;1
12;2003;1;77;3;0;43;26;0;11;0;2;110;178;20;0;0;0;0;0;1
12;2003;1;78;7;3;55;20;3;10;0;1;96;56;39;0;0;0;0;0;1
12;2003;1;79;4;0;3;2;1;2;0;0;15;34;10;0;0;0;0;0;1
12;2003;1;81;4;2;13;12;0;3;0;0;42;102;14;0;0;0;0;0;1
12;2003;1;82;4;3;4;2;0;1;0;0;15;75;7;0;0;0;0;0;1
10;2003;1;88;1;2;1;2;0;8;0;0;4;25;1;0;0;0;0;0;1
28;2003;1;89;3;1;13;3;2;3;0;0;37;114;10;0;0;0;0;0;4
28;2003;1;90;2;2;11;5;1;6;0;0;34;59;6;0;0;0;0;0;4
10;2003;1;91;0;0;2;0;0;9;0;0;2;45;1;0;0;0;0;0;1
10;2003;1;92;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
28;2003;1;93;6;2;21;15;1;18;0;0;63;134;16;0;0;0;0;0;4
10;2003;1;94;0;2;1;3;2;1;0;0;9;20;1;0;0;0;0;0;1
10;2003;1;95;0;0;1;1;0;3;0;0;4;17;2;0;0;0;0;0;1
10;2003;1;96;2;3;0;1;0;3;0;0;2;26;1;0;0;0;0;0;1
10;2003;1;97;0;1;1;0;0;0;0;0;1;8;0;0;0;0;0;0;1
10;2003;1;98;0;1;0;0;0;0;0;0;0;8;2;0;0;0;0;0;1
28;2003;1;99;1;0;3;0;0;2;0;0;11;29;1;0;0;0;0;0;4
28;2003;1;100;2;2;3;0;0;0;0;0;5;14;2;0;0;0;0;0;4
30;2003;1;104;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1
26;2003;1;105;2;3;12;3;2;17;0;0;32;107;3;0;0;0;0;0;4
26;2003;1;106;2;1;2;0;0;5;0;0;5;38;1;0;0;0;0;0;4
10;2003;1;107;0;2;0;2;1;2;0;0;4;23;4;0;0;0;0;0;1
10;2003;1;108;5;4;2;3;2;9;0;0;17;66;4;0;0;0;0;0;1
10;2003;1;109;3;0;0;1;1;0;0;0;3;12;0;0;0;0;0;0;1
30;2003;1;110;1;4;6;3;0;10;0;0;14;87;13;0;0;0;0;0;1
11;2003;1;111;0;0;2;0;0;0;0;0;2;4;1;0;0;0;0;0;1
11;2003;1;112;1;1;0;0;0;2;0;0;0;6;0;0;0;0;0;0;1
25;2003;1;118;3;4;6;4;1;2;0;0;19;108;6;0;0;0;0;0;4
35;2003;1;119;3;3;3;7;3;6;0;0;16;20;3;0;0;0;0;0;1
35;2003;1;120;1;1;0;1;0;2;0;0;1;14;1;0;0;0;0;0;1
34;2003;1;121;0;1;1;3;2;2;0;0;6;19;3;0;0;0;0;0;1
34;2003;1;122;0;1;0;2;1;1;0;0;5;9;3;0;0;0;0;0;1
34;2003;1;123;7;2;13;12;4;18;0;0;40;108;21;0;0;0;0;0;1
25;2003;1;124;2;3;5;2;2;8;0;0;10;58;7;0;0;0;0;0;4
25;2003;1;125;4;0;8;3;0;4;0;0;16;43;4;0;0;0;0;0;4
25;2003;1;126;9;5;59;9;0;22;0;0;94;657;18;0;0;0;0;0;4
25;2003;1;127;11;2;8;2;0;7;0;0;19;110;6;0;0;0;0;0;4
34;2003;1;128;4;3;9;7;1;6;0;0;27;120;8;0;0;0;0;0;1
25;2003;1;129;0;0;1;1;1;2;0;0;5;28;1;0;0;0;0;0;4
8;2003;1;134;5;1;43;7;0;25;0;0;73;178;10;0;0;0;0;0;4
37;2003;1;135;2;1;2;0;0;3;0;0;2;5;2;0;0;0;0;0;4
37;2003;1;136;0;2;0;0;0;2;0;0;1;28;1;0;0;0;0;0;4
37;2003;1;137;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;4
29;2003;1;138;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;4
29;2003;1;139;0;1;0;0;0;5;0;0;0;6;0;0;0;0;0;0;4
29;2003;1;140;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4
8;2003;1;141;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;4
37;2003;1;142;0;0;1;1;0;0;0;0;3;3;1;0;0;0;0;0;4
29;2003;1;143;1;1;3;1;0;35;0;0;10;79;0;0;0;0;0;0;4
29;2003;1;144;0;0;0;0;0;1;0;0;2;10;0;0;0;0;0;0;4
8;2003;1;145;1;0;0;0;0;2;0;0;1;51;2;0;0;0;0;0;4
8;2003;1;146;15;3;8;6;1;16;0;0;25;75;6;0;0;0;0;0;4
11;2003;1;151;9;2;14;1;0;18;0;1;20;86;17;0;0;0;0;0;1
11;2003;1;152;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
11;2003;1;153;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;1
11;2003;1;154;1;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;1
37;2003;1;155;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;4
11;2003;1;156;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1
11;2003;1;157;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
11;2003;1;158;0;0;1;0;0;1;0;0;1;10;1;0;0;0;0;0;1
11;2003;1;159;0;1;1;0;0;4;0;0;1;30;2;0;0;0;0;0;1
32;2003;1;165;0;1;2;1;1;2;0;0;6;34;4;0;0;0;0;0;1
32;2003;1;166;7;4;9;1;1;79;0;0;19;109;2;0;0;0;0;0;1
32;2003;1;167;3;1;2;1;0;5;0;0;5;31;2;0;0;0;0;0;1
10;2003;1;168;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;1
5;2003;2;1;0;0;99;9;6;1;0;0;150;224;3;0;0;0;0;0;1
5;2003;2;4;4;1;72;5;2;31;0;0;101;82;10;0;0;0;0;0;1
5;2003;2;5;5;4;77;3;0;7;0;2;130;234;16;0;0;0;0;0;1
1;2003;2;6;10;2;58;30;2;18;0;4;136;79;57;0;0;0;0;0;1
1;2003;2;7;2;1;2;16;1;5;0;1;33;39;15;0;0;0;0;0;1
2;2003;2;9;1;0;53;24;3;7;0;0;123;251;15;0;0;0;0;0;1
2;2003;2;10;1;0;67;9;2;10;0;0;127;255;11;0;0;0;0;0;1
19;2003;2;12;1;0;47;4;0;14;0;0;118;316;4;0;0;0;0;0;1
19;2003;2;13;1;0;28;5;0;11;0;0;68;165;5;0;0;0;0;0;1
23;2003;2;14;0;1;52;23;0;5;0;0;132;340;22;0;0;0;0;0;1
23;2003;2;15;0;0;11;5;1;16;0;0;30;113;11;0;0;0;0;0;1
36;2003;2;16;5;10;52;45;5;5;0;0;188;329;15;0;0;0;0;0;1
4;2003;2;17;6;1;57;43;6;47;0;3;160;98;56;0;0;0;0;0;1
6;2003;2;18;2;1;76;42;5;12;0;2;170;126;18;0;0;0;0;0;1
6;2003;2;19;2;1;58;34;7;13;0;1;170;160;13;0;0;0;0;0;1
6;2003;2;20;5;2;59;56;6;19;0;1;174;138;41;0;0;0;0;0;1
22;2003;2;21;23;5;118;178;31;54;0;1;517;133;160;0;0;0;0;0;5
16;2003;2;22;9;3;70;127;13;11;0;3;338;156;100;0;0;0;1;0;0
3;2003;2;23;3;4;67;120;24;7;0;1;341;181;53;0;0;0;0;0;2
3;2003;2;24;4;1;33;84;13;15;0;0;232;80;63;0;0;0;0;0;2
3;2003;2;25;10;0;30;92;7;43;0;7;224;53;125;0;0;0;0;0;2
3;2003;2;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
9;2003;2;27;4;0;49;120;5;0;0;1;284;140;59;0;0;0;0;0;2
9;2003;2;28;5;1;45;71;3;4;0;3;193;57;47;0;0;0;0;0;2
9;2003;2;29;10;1;102;76;2;6;0;4;269;160;22;0;0;0;0;0;2
9;2003;2;30;14;3;61;86;2;3;0;3;222;100;45;0;0;0;0;0;2
14;2003;2;31;2;0;3;4;0;0;0;0;13;1;1;0;0;0;0;0;5
18;2003;2;32;9;10;50;50;12;17;0;0;184;114;58;0;0;0;0;0;2
14;2003;2;33;7;1;48;60;8;9;0;0;184;136;35;0;0;0;0;0;5
14;2003;2;34;15;6;79;104;27;35;0;2;286;150;102;0;0;0;0;0;5
31;2003;2;35;27;9;83;105;7;17;0;0;304;313;67;0;0;0;0;0;1
27;2003;2;36;24;9;50;33;11;14;0;5;135;96;39;0;0;0;0;0;3
17;2003;2;37;7;1;68;110;15;10;0;3;286;126;87;0;0;0;0;0;2
16;2003;2;38;6;1;48;124;21;15;0;0;302;118;90;0;0;0;0;0;0
9;2003;2;39;43;0;88;119;20;10;0;11;310;99;75;0;0;0;0;0;2
9;2003;2;40;12;0;48;51;8;5;0;4;155;49;68;0;0;0;1;0;2
18;2003;2;41;3;2;39;48;1;5;0;1;153;141;24;0;0;0;0;0;2
3;2003;2;44;8;2;27;82;9;8;0;2;188;71;73;0;0;0;0;0;2
24;2003;2;48;7;1;6;18;8;7;0;0;56;24;8;0;0;0;0;0;1
24;2003;2;50;7;1;13;6;2;7;0;1;35;57;5;0;0;0;0;0;1
24;2003;2;51;3;1;4;1;0;2;0;0;5;14;2;0;0;0;0;0;1
20;2003;2;52;2;2;39;68;21;2;0;0;189;106;30;0;0;0;0;0;2
20;2003;2;53;11;1;31;16;1;9;0;3;73;40;24;0;0;0;0;0;2
20;2003;2;54;23;5;22;35;3;16;0;2;99;68;31;0;0;0;0;0;2
24;2003;2;55;10;5;12;14;9;12;0;1;51;66;9;0;0;0;0;0;1
20;2003;2;56;21;10;19;40;2;19;0;1;103;46;29;0;0;0;0;0;2
20;2003;2;57;11;5;40;37;1;9;0;0;122;97;20;0;0;0;0;0;2
20;2003;2;58;25;6;24;45;1;6;0;3;109;68;34;0;0;0;0;0;2
15;2003;2;59;18;8;162;171;24;24;0;9;557;151;132;0;0;0;0;0;2
15;2003;2;60;16;0;39;49;4;4;0;2;139;71;28;0;0;0;0;0;2
15;2003;2;61;2;1;1;10;0;0;0;0;14;9;13;0;0;0;0;0;2
15;2003;2;62;11;2;8;23;6;7;0;1;58;15;18;0;0;0;0;0;2
20;2003;2;64;29;4;50;66;12;16;0;4;194;136;66;0;0;0;0;0;2
34;2003;2;65;5;0;7;8;2;3;0;0;32;59;5;0;0;0;0;0;1
34;2003;2;66;11;0;10;4;2;15;0;0;23;31;10;0;0;0;0;0;1
35;2003;2;71;20;2;25;29;6;20;0;2;100;111;39;0;0;0;0;0;1
7;2003;2;72;11;8;46;35;6;11;0;2;124;134;41;0;0;0;0;0;2
7;2003;2;73;14;3;25;14;0;3;0;3;70;62;53;0;0;0;0;0;2
7;2003;2;74;24;6;83;40;2;12;0;2;175;133;50;0;0;0;0;0;2
7;2003;2;75;4;1;12;13;1;1;0;0;36;35;12;0;0;0;0;0;2
12;2003;2;76;8;2;90;33;4;3;0;0;194;282;13;0;0;0;0;0;1
12;2003;2;77;2;2;60;14;1;7;0;0;105;169;18;0;0;0;0;0;1
12;2003;2;78;15;2;41;28;4;17;0;7;111;63;47;0;0;0;0;0;1
12;2003;2;79;7;2;13;13;1;4;0;0;46;56;5;0;0;0;0;0;1
12;2003;2;81;3;0;9;3;0;2;0;0;22;118;10;0;0;0;0;0;1
12;2003;2;82;8;1;4;3;0;5;0;0;14;59;10;0;0;0;0;0;1
10;2003;2;88;2;2;2;0;0;12;0;0;7;21;1;0;0;0;0;0;1
28;2003;2;89;3;1;19;5;0;5;0;0;41;110;10;0;0;0;0;0;4
28;2003;2;90;2;0;11;13;3;12;0;0;50;95;11;0;0;0;0;0;4
10;2003;2;91;0;1;1;0;0;5;0;0;2;48;0;0;0;0;0;0;1
10;2003;2;92;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;1
28;2003;2;93;6;5;22;13;0;22;0;0;64;149;14;0;0;0;0;0;4
10;2003;2;94;3;0;1;4;3;4;0;0;9;15;3;0;0;0;0;0;1
10;2003;2;95;0;2;1;1;1;2;0;0;5;17;3;0;0;0;0;0;1
10;2003;2;96;3;2;0;1;0;3;0;0;1;23;0;0;0;0;0;0;1
10;2003;2;97;0;0;1;0;0;2;0;0;1;5;2;0;0;0;0;0;1
10;2003;2;98;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1
28;2003;2;99;2;2;1;2;1;5;0;1;6;40;1;0;0;0;0;0;4
28;2003;2;100;0;1;2;0;0;0;0;0;7;8;1;0;0;0;0;0;4
30;2003;2;104;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1
26;2003;2;105;1;7;13;3;0;16;0;0;28;123;7;0;0;0;0;0;4
26;2003;2;106;0;2;2;0;0;9;0;0;3;36;2;0;0;0;0;0;4
10;2003;2;107;1;0;0;0;0;4;0;0;0;12;6;0;0;0;0;0;1
10;2003;2;108;2;0;8;8;5;17;0;0;28;58;3;0;0;0;0;0;1
10;2003;2;109;0;1;1;1;0;1;0;0;2;11;0;0;0;0;0;0;1
30;2003;2;110;3;1;3;3;1;8;0;0;12;84;8;0;0;0;0;0;1
11;2003;2;111;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1
11;2003;2;112;0;0;0;1;1;0;0;0;2;12;1;0;0;0;0;0;1
25;2003;2;118;4;0;4;4;2;7;0;0;16;114;7;0;0;0;0;0;4
35;2003;2;119;1;1;5;6;2;8;0;0;26;30;9;0;0;0;0;0;1
35;2003;2;120;4;0;0;4;1;0;0;0;7;14;4;0;0;0;0;0;1
34;2003;2;121;0;0;0;1;0;2;0;0;1;13;2;0;0;0;0;0;1
34;2003;2;122;1;0;0;0;0;2;0;0;0;12;3;0;0;0;0;0;1
34;2003;2;123;7;2;19;14;4;36;0;0;49;121;16;0;0;0;0;0;1
25;2003;2;124;0;3;2;1;0;10;0;0;6;66;4;0;0;0;0;0;4
25;2003;2;125;2;2;4;4;1;10;0;0;15;43;3;0;0;0;0;0;4
25;2003;2;126;8;7;16;7;0;17;0;0;47;192;12;0;0;0;0;0;4
25;2003;2;127;1;2;5;0;0;12;0;0;10;84;5;0;0;0;0;0;4
34;2003;2;128;7;1;1;7;0;4;0;2;12;88;11;0;0;0;0;0;1
25;2003;2;129;0;0;0;1;0;1;0;0;1;55;1;0;0;0;0;0;4
8;2003;2;134;5;1;34;9;5;25;0;0;77;204;23;0;0;0;0;0;4
37;2003;2;135;1;0;0;0;0;1;0;0;0;8;1;0;0;0;0;0;4
37;2003;2;136;0;0;0;0;0;8;0;0;1;31;1;0;0;0;0;0;4
37;2003;2;137;0;0;0;0;0;20;0;0;0;12;0;0;0;0;0;0;4
29;2003;2;138;0;0;1;0;0;0;0;0;1;6;1;0;0;0;0;0;4
29;2003;2;139;0;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;4
29;2003;2;140;0;1;0;0;0;1;0;0;0;9;0;0;0;0;0;0;4
8;2003;2;141;0;0;0;1;0;2;0;0;2;12;2;0;0;0;0;0;4
37;2003;2;142;0;0;0;1;0;1;0;0;3;3;1;0;0;0;0;0;4
29;2003;2;143;1;1;3;4;2;39;0;0;15;78;4;0;0;0;0;0;4
29;2003;2;144;0;0;1;0;0;2;0;0;1;25;1;0;0;0;0;0;4
8;2003;2;145;2;0;3;0;0;0;0;0;4;49;3;0;0;0;0;0;4
8;2003;2;146;8;1;16;5;0;11;0;0;31;71;10;0;0;0;0;0;4
11;2003;2;151;3;2;7;3;1;11;0;0;18;123;4;0;0;0;0;0;1
11;2003;2;152;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1
11;2003;2;153;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;0;1
11;2003;2;154;0;0;0;0;0;2;0;0;2;18;0;0;0;0;0;0;1
37;2003;2;155;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4
11;2003;2;156;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1
11;2003;2;157;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1
11;2003;2;158;0;0;0;0;0;0;0;0;3;15;1;0;0;0;0;0;1
11;2003;2;159;0;2;1;3;0;3;0;0;6;17;2;0;0;0;0;0;1
32;2003;2;165;3;0;1;1;0;1;0;0;3;27;1;0;0;0;0;0;1
32;2003;2;166;5;3;5;3;2;32;0;0;16;104;3;0;0;0;0;0;1
32;2003;2;167;1;0;0;1;0;10;0;0;4;30;1;0;0;0;0;0;1
10;2003;2;168;0;0;1;0;0;1;0;0;1;6;0;0;0;0;0;0;1
5;2003;3;1;0;0;54;2;5;1;0;0;97;195;3;0;0;0;0;0;1
5;2003;3;4;2;6;83;11;0;28;0;0;119;96;6;0;0;0;0;0;1
5;2003;3;5;2;4;56;7;1;9;0;0;131;252;6;0;0;0;0;0;1
1;2003;3;6;10;1;41;39;6;21;0;6;132;120;67;0;0;0;0;0;1
1;2003;3;7;1;0;7;15;0;2;0;1;46;41;12;0;0;0;0;0;1
2;2003;3;9;1;2;31;22;1;7;0;0;91;213;18;0;0;0;0;0;1
2;2003;3;10;0;2;48;14;0;7;0;0;96;278;12;0;0;0;0;0;1
19;2003;3;12;1;1;30;3;0;11;0;1;87;306;8;0;0;0;0;0;1
19;2003;3;13;2;1;26;2;0;10;0;0;67;201;4;0;0;0;0;0;1
23;2003;3;14;3;2;43;15;0;9;0;1;110;333;23;0;0;0;0;0;1
23;2003;3;15;0;0;11;2;0;15;0;0;25;99;12;0;0;0;0;0;1
36;2003;3;16;6;3;55;53;1;10;0;0;183;364;41;0;0;0;0;0;1
4;2003;3;17;3;5;41;40;7;44;0;1;122;78;87;0;0;0;0;0;1
6;2003;3;18;5;0;57;48;1;14;0;0;173;126;28;0;0;0;0;0;1
6;2003;3;19;4;0;74;25;6;13;0;3;179;185;16;0;0;0;0;0;1
6;2003;3;20;9;0;46;44;5;8;0;7;139;120;42;0;0;0;0;0;1
22;2003;3;21;13;3;94;149;9;41;0;2;382;157;155;0;0;0;2;0;5
16;2003;3;22;11;1;54;143;24;17;0;4;326;145;115;0;0;0;0;0;0
3;2003;3;23;11;0;87;86;9;3;0;4;292;155;51;0;0;0;1;0;2
3;2003;3;24;8;6;40;99;7;17;0;2;242;67;80;0;0;0;0;0;2
3;2003;3;25;7;0;46;75;6;65;0;1;214;60;94;0;0;0;0;1;2
3;2003;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
9;2003;3;27;16;0;50;126;5;5;0;2;297;140;59;0;0;0;0;0;2
9;2003;3;28;14;0;41;66;1;6;0;6;169;92;50;0;0;0;0;0;2
9;2003;3;29;17;1;108;79;2;2;0;4;275;164;29;0;0;0;0;0;2
9;2003;3;30;10;1;52;85;2;4;0;3;208;95;49;0;0;0;0;0;2
14;2003;3;31;1;0;1;4;0;1;0;0;12;2;2;0;0;0;0;0;5
18;2003;3;32;13;6;42;46;6;15;0;4;162;145;53;0;0;0;0;0;2
14;2003;3;33;10;3;70;56;7;6;0;1;182;92;31;0;0;0;0;0;5
14;2003;3;34;17;9;115;101;15;28;0;1;322;175;132;0;0;0;0;0;5
31;2003;3;35;31;7;91;87;7;11;0;1;271;325;79;0;0;0;0;0;1
27;2003;3;36;33;11;48;44;2;12;0;0;136;128;34;0;0;0;0;0;3
17;2003;3;37;8;1;51;90;9;12;0;4;238;118;78;0;0;0;0;0;2
16;2003;3;38;7;1;40;121;13;16;0;3;278;103;88;0;0;0;0;0;0
9;2003;3;39;52;1;105;87;10;13;0;19;293;81;64;0;0;0;0;0;2
9;2003;3;40;7;1;47;43;11;3;0;1;144;55;62;0;0;0;0;0;2
18;2003;3;41;4;1;40;44;3;7;0;0;147;144;27;0;0;0;0;0;2
3;2003;3;44;11;1;34;80;6;12;0;0;192;65;66;0;0;0;0;0;2
24;2003;3;48;5;0;1;7;3;5;0;0;20;23;5;0;0;0;0;0;1
24;2003;3;50;5;0;7;9;1;12;0;0;26;58;12;0;0;0;0;0;1
24;2003;3;51;2;1;2;0;0;3;0;0;3;16;1;0;0;0;0;0;1
20;2003;3;52;3;3;57;71;6;2;0;0;195;148;32;0;0;0;0;0;2
20;2003;3;53;5;1;33;17;3;8;0;1;66;48;28;0;0;0;0;0;2
20;2003;3;54;29;9;28;42;6;13;0;2;112;97;39;0;0;0;0;0;2
24;2003;3;55;13;3;16;13;4;16;0;0;46;58;9;0;0;0;0;0;1
20;2003;3;56;24;6;21;29;3;6;0;5;82;80;27;0;0;0;0;0;2
20;2003;3;57;5;1;37;36;1;9;0;0;115;68;35;0;0;0;0;0;2
20;2003;3;58;23;9;28;43;4;2;0;0;117;77;28;0;0;0;0;0;2
15;2003;3;59;22;5;123;143;10;20;0;5;414;179;95;0;0;0;0;0;2
15;2003;3;60;16;3;29;30;4;8;0;2;89;70;20;0;0;0;0;0;2
15;2003;3;61;0;1;3;5;0;0;0;0;16;17;3;0;0;0;0;0;2
15;2003;3;62;11;0;14;22;2;7;0;0;62;26;11;0;0;0;0;0;2
20;2003;3;64;24;11;45;61;6;14;0;4;182;132;53;0;0;0;2;0;2
34;2003;3;65;4;1;14;7;4;7;0;0;33;54;8;0;0;0;0;0;1
34;2003;3;66;9;3;7;6;1;4;0;1;18;42;7;0;0;0;0;0;1
35;2003;3;71;13;2;39;20;14;17;0;0;98;79;25;0;0;0;0;0;1
7;2003;3;72;10;4;56;32;3;5;0;1;132;131;33;0;0;0;0;0;2
7;2003;3;73;10;1;35;16;3;4;0;1;70;75;42;0;0;0;0;0;2
7;2003;3;74;20;4;84;32;1;16;0;1;160;107;27;0;0;0;0;0;2
7;2003;3;75;3;1;14;9;2;2;0;0;33;37;13;0;0;0;0;0;2
12;2003;3;76;9;4;106;16;3;4;0;1;179;237;15;0;0;0;0;0;1
12;2003;3;77;1;1;47;25;2;8;0;1;113;170;11;0;0;0;0;0;1
12;2003;3;78;11;8;45;29;1;17;0;2;110;76;37;0;0;0;1;0;1
12;2003;3;79;3;0;16;10;1;3;0;0;41;45;10;0;0;0;0;0;1
12;2003;3;81;3;2;10;8;0;2;0;0;40;90;12;0;0;0;0;0;1
12;2003;3;82;3;1;6;11;1;2;0;0;35;94;7;0;0;0;0;0;1
10;2003;3;88;0;1;3;2;1;0;0;0;11;25;2;0;0;0;0;0;1
28;2003;3;89;3;1;16;4;2;8;0;0;42;105;7;0;0;0;0;0;4
28;2003;3;90;6;4;12;6;2;19;0;0;41;73;10;0;0;0;0;0;4
