aisp;ano;mes;cisp;letalidade_violenta;estupro;roubo_rua;roubo_veiculo;roubo_carga;apreensao_drogas;fem_feminicidio;hom_por_interv_policial;total_roubos;total_furtos;recuperacao_veiculos;armas_arma_fogo_total;armas_arma_fogo_fuzil;armas_municao_total;policiais_pol_militares_mortos_serv;policiais_pol_civis_mortos_serv;cluster_id
37;2009;6;99;1;1;2;0;0;5;0;0;8;26;0;1;0;0;0;0;4
28;2009;6;100;0;1;0;1;0;1;0;0;3;23;1;2;0;0;0;0;4
10;2009;6;101;0;1;0;0;0;7;0;0;1;14;0;1;0;0;0;0;1
30;2009;6;104;0;1;0;0;0;2;0;0;0;4;0;2;0;0;0;0;1
26;2009;6;105;0;5;9;2;2;13;0;0;22;155;5;4;0;0;0;0;4
26;2009;6;106;1;1;0;2;0;9;0;0;6;38;1;5;0;0;0;0;4
38;2009;6;107;2;0;1;0;0;4;0;0;1;9;0;8;0;0;0;0;4
38;2009;6;108;2;1;6;0;4;16;0;1;12;53;0;12;0;0;0;0;4
38;2009;6;109;0;1;0;1;0;0;0;0;1;5;2;9;0;0;0;0;4
30;2009;6;110;1;5;5;1;0;14;0;0;15;97;1;6;0;0;0;0;1
30;2009;6;111;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1
30;2009;6;112;0;3;0;2;0;1;0;0;4;4;0;3;0;0;0;0;1
25;2009;6;118;5;3;6;6;1;5;0;0;20;77;3;9;0;0;0;0;4
35;2009;6;119;0;2;3;3;1;6;0;0;12;34;6;4;0;0;0;0;1
35;2009;6;120;0;1;1;0;0;1;0;0;2;9;0;7;0;0;0;0;1
32;2009;6;121;0;2;1;0;1;2;0;0;3;21;0;1;0;0;0;0;1
32;2009;6;122;2;0;0;0;0;0;0;0;1;8;0;4;0;0;0;0;1
32;2009;6;123;7;2;93;10;3;10;0;1;116;210;14;7;0;0;0;0;1
25;2009;6;124;4;4;3;3;0;3;0;0;11;56;1;6;0;0;0;0;4
25;2009;6;125;2;1;8;1;1;9;0;0;14;61;7;8;0;0;0;0;4
25;2009;6;126;15;2;47;3;1;19;0;1;66;178;12;17;0;0;0;0;4
25;2009;6;127;0;1;8;0;0;2;0;0;11;53;1;3;0;0;0;0;4
32;2009;6;128;5;8;32;1;1;11;0;0;42;145;2;0;0;0;0;0;1
25;2009;6;129;1;0;4;0;0;0;0;0;5;26;1;0;0;0;0;0;4
32;2009;6;130;0;2;0;0;0;4;0;0;2;15;0;1;0;0;0;0;1
8;2009;6;134;4;6;67;10;6;21;0;0;113;193;8;35;0;0;0;0;4
36;2009;6;135;0;2;0;0;0;1;0;0;1;18;0;1;0;0;0;0;1
36;2009;6;136;2;0;0;0;1;4;0;0;1;30;0;2;0;0;0;0;1
36;2009;6;137;0;2;3;0;0;11;0;0;3;16;0;1;0;0;0;0;1
29;2009;6;138;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;4
29;2009;6;139;1;1;0;0;0;2;0;0;0;13;0;0;0;0;0;0;4
29;2009;6;140;0;0;0;0;0;3;0;0;1;17;0;2;0;0;0;0;4
8;2009;6;141;1;0;0;0;0;10;0;0;0;13;0;2;0;0;0;0;4
36;2009;6;142;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;1
29;2009;6;143;4;3;3;0;0;24;0;0;5;44;1;4;0;0;0;0;4
29;2009;6;144;0;1;2;0;0;5;0;0;2;28;2;1;0;0;0;0;4
8;2009;6;145;0;0;1;0;0;1;0;0;4;20;1;0;0;0;0;0;4
8;2009;6;146;9;4;21;10;1;28;0;0;41;47;12;22;0;0;0;0;4
8;2009;6;147;0;1;2;2;0;2;0;0;6;22;4;2;0;0;0;0;4
11;2009;6;151;4;3;16;3;0;13;0;0;33;105;11;10;0;0;0;0;1
11;2009;6;152;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1
11;2009;6;153;1;0;1;0;0;0;0;0;1;8;0;0;0;0;0;0;1
11;2009;6;154;0;0;0;0;0;4;0;0;2;18;0;2;0;0;0;0;1
36;2009;6;155;1;1;0;0;0;0;0;0;0;4;0;1;0;0;0;0;1
11;2009;6;156;1;0;1;0;0;0;0;0;1;6;0;3;0;0;0;0;1
11;2009;6;157;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1
11;2009;6;158;2;1;1;0;1;1;0;0;2;6;0;2;0;0;0;0;1
35;2009;6;159;2;0;0;2;0;2;0;0;3;26;0;2;0;0;0;0;1
33;2009;6;165;1;1;1;0;1;3;0;0;2;30;0;0;0;0;0;0;1
33;2009;6;166;7;4;6;1;0;17;0;0;8;80;5;14;0;0;0;0;1
33;2009;6;167;2;1;2;1;0;5;0;0;3;33;2;4;0;0;0;0;1
10;2009;6;168;1;1;0;0;0;3;0;0;1;6;0;1;0;0;0;0;1
5;2009;7;1;1;0;139;1;3;7;0;0;166;328;2;1;0;0;0;0;1
5;2009;7;4;5;1;104;9;1;7;0;0;137;273;7;3;0;0;0;0;1
13;2009;7;5;0;4;141;11;1;7;0;0;179;453;11;3;0;0;0;0;1
1;2009;7;6;11;1;88;13;2;14;0;4;124;111;43;13;2;0;0;0;1
1;2009;7;7;1;1;15;4;1;6;0;0;29;33;2;1;0;0;0;0;1
2;2009;7;9;9;1;90;17;0;7;0;6;133;272;13;6;0;0;0;0;1
2;2009;7;10;0;1;113;14;0;3;0;0;151;257;9;8;0;0;0;0;1
19;2009;7;12;0;1;64;2;1;12;0;0;113;224;4;12;0;0;0;0;1
19;2009;7;13;1;0;54;3;0;4;0;0;78;211;2;0;0;0;0;0;1
23;2009;7;14;0;0;71;7;1;11;0;0;109;298;8;3;0;0;0;0;1
23;2009;7;15;0;0;34;9;0;6;0;0;60;156;15;6;0;0;0;0;1
31;2009;7;16;3;4;133;41;2;13;0;0;226;502;17;1;0;0;0;0;1
4;2009;7;17;4;0;113;26;1;18;0;2;171;192;100;18;2;0;0;0;1
6;2009;7;18;3;1;107;52;1;9;0;2;184;168;8;3;0;0;0;0;1
6;2009;7;19;4;0;103;20;1;7;0;3;148;263;13;4;1;0;1;0;1
6;2009;7;20;7;1;105;34;2;2;0;2;174;160;24;7;0;0;0;0;1
22;2009;7;21;23;3;172;53;7;35;0;0;280;238;64;19;3;0;0;0;5
16;2009;7;22;11;2;134;53;16;2;0;5;236;227;44;10;0;0;0;0;0
3;2009;7;23;0;1;137;23;2;0;0;0;194;264;29;0;0;0;0;0;2
3;2009;7;24;1;1;83;26;2;2;0;1;127;77;18;6;1;0;0;0;2
3;2009;7;25;4;3;87;58;2;4;0;2;190;88;33;4;0;0;0;0;2
3;2009;7;26;0;4;78;17;2;4;0;0;121;91;9;1;0;0;0;0;2
9;2009;7;27;8;2;209;86;1;1;0;2;355;234;31;5;1;0;0;0;2
9;2009;7;28;3;0;115;34;1;3;0;1;172;113;12;2;0;0;0;0;2
9;2009;7;29;14;4;202;33;0;13;0;7;255;264;23;13;0;0;0;0;2
9;2009;7;30;3;1;131;34;5;1;0;0;193;143;22;5;0;0;0;0;2
14;2009;7;31;1;0;13;3;0;0;0;0;16;6;3;0;0;0;0;0;5
18;2009;7;32;7;18;160;20;3;43;0;0;214;274;37;3;0;0;0;0;2
14;2009;7;33;17;2;202;46;3;7;0;3;287;191;37;11;1;0;0;0;5
14;2009;7;34;12;3;279;55;9;28;0;1;377;272;51;12;0;0;0;0;5
39;2009;7;35;11;13;217;48;2;4;0;0;318;365;55;13;0;0;0;0;3
27;2009;7;36;20;4;78;21;1;17;0;4;119;175;22;12;1;0;0;0;3
17;2009;7;37;4;3;53;29;2;11;0;1;109;238;4;13;1;0;0;0;2
16;2009;7;38;7;1;136;57;8;8;0;5;250;142;40;19;2;0;0;0;0
9;2009;7;39;18;2;227;95;18;12;0;6;372;104;81;18;1;0;0;0;2
9;2009;7;40;8;0;128;35;1;2;0;3;188;84;55;4;1;0;0;0;2
18;2009;7;41;1;7;106;33;1;1;0;0;172;192;14;4;0;0;0;0;2
39;2009;7;43;1;2;14;2;0;0;0;0;21;52;7;5;0;0;0;0;3
3;2009;7;44;4;3;84;40;1;0;0;1;160;103;24;2;0;0;0;0;2
24;2009;7;48;4;0;8;4;1;3;0;0;20;40;2;2;0;0;0;0;1
24;2009;7;50;3;6;37;10;0;13;0;0;65;121;8;8;0;0;0;0;1
24;2009;7;51;0;1;0;2;0;7;0;0;5;32;1;3;0;0;0;0;1
20;2009;7;52;4;2;218;55;5;2;0;0;303;231;38;4;0;0;0;0;2
20;2009;7;53;2;3;94;23;1;6;0;0;133;78;7;7;0;0;0;0;2
40;2009;7;54;27;6;119;44;2;11;0;3;192;120;28;15;0;0;0;0;3
24;2009;7;55;4;5;23;6;2;5;0;0;38;71;5;3;0;0;0;0;1
20;2009;7;56;14;6;100;22;0;5;0;2;144;70;4;11;0;0;0;0;2
20;2009;7;57;2;5;121;27;1;2;0;0;175;132;10;3;0;0;0;0;2
20;2009;7;58;12;7;98;37;1;1;0;0;154;120;5;6;0;0;0;0;2
15;2009;7;59;25;8;398;113;16;13;0;5;587;369;102;29;0;0;0;0;2
15;2009;7;60;12;1;58;42;2;0;0;0;120;70;4;5;0;0;0;0;2
15;2009;7;61;2;0;8;4;0;0;0;0;17;26;0;11;0;0;0;0;2
15;2009;7;62;11;2;49;21;1;4;0;6;80;41;8;16;0;0;0;0;2
24;2009;7;63;2;4;5;1;0;7;0;0;8;17;2;5;0;0;0;0;1
21;2009;7;64;16;9;283;91;18;5;0;2;434;178;60;20;0;0;0;0;5
34;2009;7;65;1;5;11;5;2;3;0;0;23;88;9;8;0;0;0;0;1
34;2009;7;66;3;5;19;8;1;4;0;1;31;62;2;6;0;0;0;0;1
35;2009;7;71;10;10;77;11;0;13;0;0;114;119;20;10;0;0;0;0;1
7;2009;7;72;7;8;114;38;6;2;0;0;182;123;59;4;0;0;0;0;2
7;2009;7;73;9;3;114;25;2;5;0;2;160;103;7;2;0;0;0;0;2
7;2009;7;74;5;12;254;46;1;15;0;0;326;254;30;16;0;0;0;0;2
7;2009;7;75;3;2;46;16;0;2;0;0;73;61;2;2;0;0;0;0;2
12;2009;7;76;3;2;109;14;9;7;0;0;154;319;12;2;0;0;0;0;1
12;2009;7;77;1;0;85;16;2;6;0;1;118;180;12;6;0;0;0;0;1
12;2009;7;78;7;0;83;24;1;12;0;1;121;97;10;11;0;0;0;0;1
12;2009;7;79;4;1;23;3;0;3;0;1;35;57;1;3;0;0;0;0;1
12;2009;7;81;3;8;18;10;0;6;0;0;38;80;2;0;0;0;0;0;1
12;2009;7;82;3;2;18;5;1;5;0;0;34;97;10;2;0;0;0;0;1
10;2009;7;88;2;0;9;2;0;16;0;0;19;34;4;3;0;0;0;0;1
37;2009;7;89;3;5;14;1;0;17;0;0;19;92;4;9;0;0;0;0;4
28;2009;7;90;4;8;15;0;2;13;0;0;31;87;13;5;0;0;0;0;4
10;2009;7;91;1;1;1;0;0;13;0;0;2;20;1;2;0;0;0;0;1
10;2009;7;92;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
28;2009;7;93;7;4;23;3;1;8;0;0;48;186;7;21;0;0;0;0;4
10;2009;7;94;0;0;1;2;0;2;0;0;5;19;4;5;0;0;0;0;1
10;2009;7;95;1;1;1;3;3;6;0;0;7;23;0;1;0;0;0;0;1
10;2009;7;96;0;1;0;0;0;2;0;0;1;24;0;5;0;0;0;0;1
10;2009;7;97;0;0;1;0;0;1;0;0;1;13;0;0;0;0;0;0;1
10;2009;7;98;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;0;1
37;2009;7;99;0;0;1;0;1;2;0;0;6;31;0;4;0;0;0;0;4
28;2009;7;100;1;1;1;2;0;4;0;0;3;23;0;3;0;0;0;0;4
10;2009;7;101;0;1;0;0;0;8;0;0;1;11;0;1;0;0;0;0;1
30;2009;7;104;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1
26;2009;7;105;3;9;11;3;1;15;0;0;27;177;6;8;0;0;0;0;4
26;2009;7;106;0;1;4;1;0;7;0;0;8;53;1;2;0;0;0;0;4
38;2009;7;107;0;0;0;0;0;1;0;0;1;16;2;7;0;0;0;0;4
38;2009;7;108;0;1;3;0;0;12;0;0;4;45;1;9;1;0;0;0;4
38;2009;7;109;0;0;1;2;3;0;0;0;6;6;0;6;0;0;0;0;4
30;2009;7;110;2;2;9;0;1;13;0;1;18;95;3;8;0;0;0;0;1
30;2009;7;111;0;0;0;1;0;0;0;0;2;6;0;2;0;0;0;0;1
30;2009;7;112;0;0;0;0;0;1;0;0;2;9;0;1;0;0;0;0;1
25;2009;7;118;4;2;12;1;2;2;0;0;21;93;1;4;0;0;0;0;4
35;2009;7;119;0;0;1;1;0;3;0;0;5;35;1;1;0;0;0;0;1
35;2009;7;120;0;0;0;1;0;2;0;0;4;9;0;8;0;0;0;0;1
32;2009;7;121;0;2;1;0;0;2;0;0;3;11;1;1;0;0;0;0;1
32;2009;7;122;0;1;0;0;0;2;0;0;0;11;2;2;0;0;0;0;1
32;2009;7;123;1;7;65;12;3;19;0;0;100;202;6;4;0;0;0;0;1
25;2009;7;124;1;5;3;3;0;1;0;0;7;45;0;5;0;0;0;0;4
25;2009;7;125;2;4;11;3;0;4;0;0;17;63;1;4;0;0;0;0;4
25;2009;7;126;9;8;41;10;2;15;0;0;68;183;2;12;0;0;0;0;4
25;2009;7;127;3;2;4;0;1;1;0;0;8;59;17;1;0;0;0;0;4
32;2009;7;128;1;3;30;9;1;7;0;0;50;123;2;0;0;0;0;0;1
25;2009;7;129;0;0;3;2;0;0;0;0;7;22;0;1;0;0;0;0;4
32;2009;7;130;0;0;0;1;0;1;0;0;2;15;2;4;0;0;0;0;1
8;2009;7;134;9;6;92;19;3;26;0;0;138;239;18;23;0;0;0;0;4
36;2009;7;135;1;0;0;0;0;7;0;0;1;13;1;2;0;0;0;0;1
36;2009;7;136;0;1;0;0;1;12;0;0;1;31;2;2;0;0;0;0;1
36;2009;7;137;0;0;1;0;0;13;0;0;1;9;0;1;0;0;0;0;1
29;2009;7;138;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;4
29;2009;7;139;0;0;0;0;0;3;0;0;0;14;0;0;0;0;0;0;4
29;2009;7;140;0;0;0;0;0;6;0;0;1;15;0;0;0;0;0;0;4
8;2009;7;141;0;0;0;0;0;6;0;0;1;17;2;5;0;0;0;0;4
36;2009;7;142;0;0;0;0;0;1;0;0;0;8;0;1;0;0;0;0;1
29;2009;7;143;2;4;3;0;0;22;0;0;9;62;4;11;0;0;0;0;4
29;2009;7;144;0;1;1;0;0;7;0;0;1;33;0;2;0;0;0;0;4
8;2009;7;145;2;1;0;0;0;3;0;0;3;30;2;1;0;0;0;0;4
8;2009;7;146;7;7;50;7;1;25;0;0;68;60;16;15;0;0;0;0;4
8;2009;7;147;2;1;1;0;0;2;0;0;2;28;3;4;0;0;0;0;4
11;2009;7;151;2;9;19;5;1;11;0;1;45;103;16;16;0;0;0;0;1
11;2009;7;152;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1
11;2009;7;153;0;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;1
11;2009;7;154;0;1;1;0;0;4;0;0;1;36;1;2;0;0;0;0;1
36;2009;7;155;0;1;0;0;0;3;0;0;0;2;0;3;0;0;0;0;1
11;2009;7;156;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1
11;2009;7;157;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1
11;2009;7;158;0;0;0;0;0;0;0;0;3;17;2;5;0;0;0;0;1
35;2009;7;159;1;0;2;0;0;4;0;0;5;20;2;7;0;0;0;0;1
33;2009;7;165;0;1;3;1;0;0;0;0;5;31;2;1;0;0;0;0;1
33;2009;7;166;7;5;6;0;0;11;0;0;12;86;3;16;0;0;0;0;1
33;2009;7;167;0;5;3;0;0;8;0;0;6;40;1;1;0;0;0;0;1
10;2009;7;168;1;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;1
5;2009;8;1;0;1;146;0;4;4;0;0;170;349;4;1;0;0;0;0;1
5;2009;8;4;1;0;123;8;3;15;0;0;162;304;7;8;0;0;0;0;1
13;2009;8;5;1;0;135;6;3;12;0;1;168;497;12;3;0;0;0;0;1
1;2009;8;6;4;2;65;17;2;16;0;1;119;106;34;6;0;0;0;0;1
1;2009;8;7;2;1;12;10;0;10;0;2;38;29;15;11;2;0;0;0;1
2;2009;8;9;2;2;69;14;2;7;0;1;120;212;11;4;0;0;0;0;1
2;2009;8;10;0;2;94;18;3;7;0;0;136;274;4;1;0;0;0;0;1
19;2009;8;12;1;2;72;2;0;7;0;1;123;222;1;2;0;0;0;0;1
19;2009;8;13;0;0;48;4;0;8;0;0;72;164;2;0;0;0;0;0;1
23;2009;8;14;0;1;65;12;0;7;0;0;102;338;8;4;0;0;0;0;1
23;2009;8;15;1;1;17;7;0;10;0;0;31;154;8;6;0;0;0;0;1
31;2009;8;16;2;7;118;27;1;24;0;0;194;497;8;9;0;0;0;0;1
4;2009;8;17;2;0;116;18;3;9;0;2;159;171;31;12;0;0;0;0;1
6;2009;8;18;3;1;105;24;0;2;0;2;190;154;9;0;0;0;0;0;1
6;2009;8;19;1;0;82;25;7;5;0;0;151;241;15;16;0;0;0;0;1
6;2009;8;20;1;1;87;41;1;1;0;1;158;142;20;3;0;0;0;0;1
22;2009;8;21;7;1;162;67;10;23;0;3;302;228;99;18;1;0;0;0;5
16;2009;8;22;3;1;123;53;10;6;0;0;227;182;43;5;0;0;0;0;0
3;2009;8;23;1;1;144;34;1;0;0;0;216;269;37;2;0;0;0;0;2
3;2009;8;24;6;1;83;26;1;4;0;0;126;86;21;6;0;0;0;0;2
3;2009;8;25;4;5;68;48;3;5;0;1;158;105;26;6;0;0;0;0;2
3;2009;8;26;5;0;54;21;0;3;0;1;91;91;9;4;0;0;0;0;2
9;2009;8;27;7;4;186;84;6;4;0;2;316;220;40;13;0;0;0;0;2
9;2009;8;28;4;1;99;24;2;1;0;0;149;131;15;1;0;0;0;0;2
9;2009;8;29;11;2;184;25;1;3;0;2;236;219;28;4;0;0;0;0;2
9;2009;8;30;4;1;117;17;3;3;0;0;154;143;20;5;0;0;0;0;2
14;2009;8;31;3;0;5;1;0;0;0;2;7;5;0;1;0;0;0;0;5
18;2009;8;32;9;4;135;13;2;63;0;0;172;265;11;5;0;0;0;0;2
14;2009;8;33;17;4;165;47;2;18;0;5;236;190;52;13;2;0;0;0;5
14;2009;8;34;12;7;283;73;8;46;0;7;400;298;50;30;4;0;0;0;5
39;2009;8;35;14;10;196;35;8;3;0;0;277;374;33;15;0;0;0;0;3
27;2009;8;36;21;3;86;15;2;16;0;6;111;186;31;13;0;0;0;0;3
17;2009;8;37;3;5;65;23;0;7;0;2;106;224;13;10;1;0;0;0;2
16;2009;8;38;6;4;135;70;17;11;0;0;269;117;46;7;0;0;0;0;0
9;2009;8;39;17;2;178;91;16;19;0;5;311;122;70;16;3;0;0;0;2
9;2009;8;40;2;1;111;36;9;5;0;0;171;79;48;6;0;0;0;0;2
18;2009;8;41;0;0;77;12;0;3;0;0;113;183;9;1;0;0;0;0;2
39;2009;8;43;8;5;11;6;0;2;0;0;18;70;2;3;0;0;0;0;3
3;2009;8;44;7;0;84;49;3;7;0;1;167;106;24;2;0;0;0;0;2
24;2009;8;48;6;5;12;5;3;5;0;0;25;21;6;5;0;0;0;0;1
24;2009;8;50;3;3;24;7;0;11;0;0;44;61;5;6;0;0;0;0;1
24;2009;8;51;0;1;0;2;4;4;0;0;8;29;1;1;0;0;0;0;1
20;2009;8;52;2;4;210;46;3;2;0;0;288;229;39;12;0;0;0;0;2
20;2009;8;53;7;5;94;24;1;5;0;0;133;73;9;5;0;0;0;0;2
40;2009;8;54;20;4;132;41;5;12;0;3;198;125;28;16;0;0;0;0;3
24;2009;8;55;4;3;18;3;0;5;0;0;28;69;7;3;0;0;0;0;1
20;2009;8;56;12;12;76;39;0;7;0;0;130;51;6;17;0;0;0;0;2
20;2009;8;57;4;17;128;22;1;3;0;0;166;122;18;7;0;0;0;0;2
20;2009;8;58;13;9;96;49;0;5;0;0;159;140;5;9;0;0;0;0;2
15;2009;8;59;34;3;383;103;14;9;0;8;587;366;92;19;1;0;0;0;2
15;2009;8;60;17;4;71;48;1;3;0;3;133;105;11;19;0;0;0;0;2
15;2009;8;61;0;0;13;6;0;0;0;0;19;31;1;0;0;0;0;0;2
15;2009;8;62;12;7;49;20;0;14;0;7;77;45;12;16;2;0;0;0;2
24;2009;8;63;2;4;5;0;0;6;0;0;8;22;1;5;0;0;0;0;1
21;2009;8;64;18;8;237;80;11;2;0;0;372;192;49;7;0;0;0;0;5
34;2009;8;65;4;3;5;9;1;6;0;0;22;53;10;4;0;0;0;0;1
34;2009;8;66;1;2;15;7;0;6;0;0;26;50;4;8;0;0;0;0;1
35;2009;8;71;8;7;68;15;2;13;0;0;100;119;13;12;0;0;0;0;1
7;2009;8;72;5;4;109;40;8;6;0;1;186;131;62;6;0;0;0;0;2
7;2009;8;73;10;2;108;30;2;4;0;0;150;103;12;3;0;0;0;0;2
7;2009;8;74;23;5;219;49;3;3;0;0;319;249;19;12;0;0;0;0;2
7;2009;8;75;10;8;46;12;0;2;0;0;67;41;3;3;0;0;0;0;2
12;2009;8;76;1;3;129;12;8;5;0;0;164;307;26;0;0;0;0;0;1
12;2009;8;77;0;0;70;22;0;8;0;0;107;189;4;2;0;0;0;0;1
12;2009;8;78;10;3;84;19;0;10;0;4;117;83;8;18;0;0;0;0;1
12;2009;8;79;1;2;17;9;0;2;0;0;31;57;1;1;0;0;0;0;1
12;2009;8;81;5;1;16;10;0;4;0;0;33;73;8;3;0;0;0;0;1
12;2009;8;82;4;6;15;8;1;11;0;0;38;102;9;6;0;0;0;0;1
10;2009;8;88;2;0;3;0;2;13;0;0;12;36;0;2;0;0;0;0;1
37;2009;8;89;2;0;8;3;0;22;0;0;18;106;4;6;0;0;0;0;4
28;2009;8;90;4;2;13;1;1;11;0;0;25;83;12;5;0;0;0;0;4
10;2009;8;91;0;3;1;0;0;8;0;0;4;41;2;0;0;0;0;0;1
10;2009;8;92;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1
28;2009;8;93;7;4;18;4;0;20;0;0;45;190;7;15;0;0;0;0;4
10;2009;8;94;0;4;0;0;1;2;0;0;1;10;6;1;0;0;0;0;1
10;2009;8;95;0;0;0;1;0;4;0;0;1;20;2;2;0;0;0;0;1
10;2009;8;96;0;1;0;0;0;3;0;0;0;30;1;2;0;0;0;0;1
10;2009;8;97;0;0;1;0;0;0;0;0;1;15;0;0;0;0;0;0;1
10;2009;8;98;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1
37;2009;8;99;0;1;4;1;0;5;0;0;8;38;4;5;0;0;0;0;4
28;2009;8;100;0;2;2;0;0;0;0;0;5;19;1;0;0;0;0;0;4
10;2009;8;101;0;0;0;1;0;5;0;0;2;16;0;1;0;0;0;0;1
30;2009;8;104;0;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1
26;2009;8;105;4;5;8;5;0;17;0;0;22;164;7;4;0;0;0;0;4
26;2009;8;106;0;2;1;1;1;4;0;0;7;37;3;5;0;0;0;0;4
38;2009;8;107;0;0;0;1;0;6;0;0;1;21;0;2;0;0;0;0;4
38;2009;8;108;0;1;4;1;0;4;0;0;8;61;4;5;0;0;0;0;4
38;2009;8;109;0;0;0;0;0;0;0;0;1;15;0;2;0;0;0;0;4
30;2009;8;110;0;4;6;1;0;14;0;0;9;91;3;8;0;0;0;0;1
30;2009;8;111;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1
30;2009;8;112;0;1;1;0;0;2;0;0;2;6;0;0;0;0;0;0;1
25;2009;8;118;2;1;6;3;1;7;0;0;14;79;3;3;1;0;0;0;4
35;2009;8;119;0;1;3;1;1;4;0;0;5;34;0;1;0;0;0;0;1
35;2009;8;120;0;0;2;0;0;0;0;0;2;8;0;4;0;0;0;0;1
32;2009;8;121;1;0;1;1;1;6;0;0;5;21;1;2;0;0;0;0;1
32;2009;8;122;1;0;1;0;1;1;0;0;2;3;1;2;0;0;0;0;1
32;2009;8;123;6;7;57;12;2;15;0;0;105;240;3;6;0;0;0;0;1
25;2009;8;124;0;5;8;3;0;0;0;0;14;57;1;3;0;0;0;0;4
25;2009;8;125;3;3;11;0;0;3;0;0;12;67;2;5;0;0;0;0;4
25;2009;8;126;11;10;57;8;1;17;0;0;73;150;4;15;0;0;0;0;4
25;2009;8;127;3;0;2;1;0;2;0;0;6;64;23;1;0;0;0;0;4
32;2009;8;128;1;6;19;8;2;8;0;0;42;151;1;4;0;0;0;0;1
25;2009;8;129;0;0;3;0;0;1;0;0;4;21;0;2;0;0;0;0;4
32;2009;8;130;1;1;0;0;0;4;0;0;3;15;1;3;0;0;0;0;1
8;2009;8;134;13;7;91;19;4;32;0;0;135;209;16;24;0;0;0;0;4
36;2009;8;135;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1
36;2009;8;136;2;3;2;0;1;13;0;0;4;58;0;0;0;0;0;0;1
36;2009;8;137;0;1;0;0;0;7;0;0;0;8;0;1;0;0;0;0;1
29;2009;8;138;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;4
29;2009;8;139;0;0;0;0;0;1;0;0;0;22;1;0;0;0;0;0;4
29;2009;8;140;0;0;0;0;0;2;0;0;0;9;0;0;0;0;0;0;4
8;2009;8;141;1;0;0;0;1;7;0;0;1;14;0;6;0;0;0;0;4
36;2009;8;142;0;0;0;0;0;1;0;0;0;4;0;2;0;0;0;0;1
29;2009;8;143;3;1;3;0;0;27;0;0;7;62;1;5;0;0;0;0;4
29;2009;8;144;0;0;0;1;0;7;0;0;2;24;1;2;0;0;0;0;4
8;2009;8;145;0;3;2;2;0;5;0;0;11;28;1;4;0;0;0;0;4
8;2009;8;146;10;8;38;5;3;31;0;0;57;48;13;14;0;0;0;0;4
8;2009;8;147;2;2;0;2;0;1;0;0;2;18;2;1;0;0;0;0;4
11;2009;8;151;3;2;18;2;3;15;0;0;43;105;11;10;0;0;0;0;1
11;2009;8;152;0;0;0;0;0;2;0;0;0;4;1;1;0;0;0;0;1
11;2009;8;153;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;0;1
11;2009;8;154;0;0;1;0;0;4;0;0;3;20;0;0;0;0;0;0;1
36;2009;8;155;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1
11;2009;8;156;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
11;2009;8;157;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;1
11;2009;8;158;0;0;1;0;0;0;0;0;1;16;0;3;0;0;0;0;1
35;2009;8;159;1;2;0;0;0;4;0;0;1;22;1;2;0;0;0;0;1
33;2009;8;165;1;1;3;0;1;10;0;1;6;33;2;3;0;0;0;0;1
33;2009;8;166;7;4;8;0;0;28;0;0;10;75;2;17;0;0;0;0;1
33;2009;8;167;1;1;2;0;0;8;0;0;5;42;0;3;0;0;0;0;1
10;2009;8;168;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1
5;2009;9;1;1;1;137;2;2;2;0;0;157;376;6;0;0;0;0;0;1
5;2009;9;4;2;3;140;15;2;17;0;0;177;299;7;2;0;0;0;0;1
13;2009;9;5;1;0;150;4;3;11;0;1;185;498;8;7;0;0;0;0;1
1;2009;9;6;4;1;64;14;0;14;0;1;107;108;29;10;0;0;0;0;1
1;2009;9;7;7;0;13;4;0;4;0;5;24;30;4;6;0;0;0;0;1
2;2009;9;9;1;1;77;17;4;5;0;0;131;256;9;4;0;0;0;0;1
2;2009;9;10;0;1;86;13;2;14;0;0;138;270;13;4;0;0;0;0;1
